Company_Name,Dependent-Company Status,year of founding,Age of company in years,Internet Activity Score,Short Description of company profile,Industry of company,Focus functions of company,Investors,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Presence of a top angel or venture fund in previous round of investment,Number of of repeat investors,Number of  Sales Support material,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,"Capital intensive business e.g. e-commerce, Engineering products and operations can also cause a business to be capital intensive",Number of  of Partners of company,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics/ marketing channels,Owns data or not? (monetization of data) e.g. Factual,Is the company an aggregator/market place? e.g. Bluekai,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Top forums like 'Tech crunch' or 'Venture beat' talking about the company/model - How much is it being talked about?,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Years of education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Degree from a Tier 1 or Tier 2 university?,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Top management similarity,Number of Recognitions for Founders and Co-founders,Number of  of Research publications,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Employee benefits and salary structures,Long term relationship with other founders,Proprietary or patent position (competitive position),Barriers of entry for the competitors,Company awards,Controversial history of founder or co founder,Legal risk and intellectual property,Client Reputation,google page rank of company website,Technical proficiencies to analyse and interpret unstructured data,Solutions offered,Invested through global incubation competitions?,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),"Survival through recession, based on existence of the company through recession times",Time to 1st investment (in months),"Avg time to investment - average across all rounds, measured from previous investment",Gartner hype cycle stage,Time to maturity of technology (in years),Percent_skill_Entrepreneurship,Percent_skill_Operations,Percent_skill_Engineering,Percent_skill_Marketing,Percent_skill_Leadership,Percent_skill_Data Science,Percent_skill_Business Strategy,Percent_skill_Product Management,Percent_skill_Sales,Percent_skill_Domain,Percent_skill_Law,Percent_skill_Consulting,Percent_skill_Finance,Percent_skill_Investment,Renown score
Company222,Success,No Info,No Info,-254,,Analytics,"Marketing, Procurement, Human Resources",Fidelity Growth Partners India|Fidelity Growth Partners Europe,448,0,Yes,,8/23/2012,20000000,United States,North America,0,1,3,0,8,433,No,0,low,Yes,Medium,No,No,No,Yes,Service,Yes,Private,Yes,Structured,Yes,Platform,Global,Linear,No,None,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Offline,B2B,Low,High,Yes,Low,PhD,25,MGMT,Yes,Yes,Both,500,Medium,0,1,1,Medium,600,Many,3,Low,Low,No,No,Medium,Bad,Yes,No,No,Yes,No,No,No Info,3702887,No,No,No,2,High,2,36.08,20,Yes,24,1,,,0,0,0,22.22222222,0,66.66666667,5.555555556,0,5.555555556,0,0,0,0,0,3
Company223,Success,2007,7,36,Video Monetization Platform,Entertainment,Operations,,1,,No,6/4/2007,2/1/2008,500000,United States,North America,0,1,0,0,3,5,No,0,low,Yes,Small,No,No,No,No,Product,Yes,Private,No,Unstructured,Yes,Cloud,Local,Non-Linear,No,None,No,No,Yes,No,No,Yes,No,No,No,Yes,Online,B2B,Low,High,Yes,Low,Bachelors,18,CSE,Yes,Yes,None,500,Medium,0,1,1,Medium,116,Many,18,Medium,High,No,No,Low,Very Good,No,No,No,No,No,No,No Info,No Info,Yes,No,No,2,Medium,1,0.8,0.5,Yes,15,10,Plateau,0 to 2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Company224,Failed,2009,5,12,Making Cities Easier to Love,,Operations,Neoteny Labs|500 Startups|Chamath Palihapitiya|Allen Morgan|Ted Rheingold|TechStars|Social Starts,,,No,7/1/2009,2/5/2012,800000,United States,North America,1,6,2,0,3,7,Yes,0,high,No,Small,Yes,Yes,No,Yes,Product,Yes,Private,Yes,Unstructured,Yes,Cloud,Global,Non-Linear,No,None,No,No,Yes,No,No,Yes,No,No,No,No,Online,B2C,Low,Low,Yes,Low,Bachelors,18,COMPUTERS,Yes,Yes,Both,141,Low,0,0,0,None,0,None,12,Medium,High,Yes,Yes,Medium,Average,Yes,Yes,Yes,No,No,Yes,Low,9439938,No,No,No,4,Low,2,1.75,0.8,Not Applicable,30,20,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Company225,Failed,2009,5,-16,We enable people to DJ online,Music,Operations,John Gerstenlauer|TechStars,1,0,No,8/1/2009,3/1/2010,18000,United States,North America,2,0,0,1,2,4,Yes,0,medium,No,Small,Yes,Yes,No,No,Product,Yes,Private,Yes,Unstructured,Yes,Platform,Local,Non-Linear,No,None,No,No,Yes,No,No,No,No,No,No,Yes,Online,B2C,Low,High,Yes,Low,No Info,No Info,,No Info,Yes,No Info,380,High,0,0,0,None,0,None,10,Low,High,No,Yes,Low,Average,Yes,Yes,No,No,No,No,No Info,No Info,Yes,No,No,3,Medium,2,1,0.018,Not Applicable,12,12,,,0,0,77.77777778,0,0,0,0,0,0,22.22222222,0,0,0,0,1
Company226,Success,2010,4,-29,Business Intelligence and Analytics,Analytics|E-Commerce,sales,Lightspeed Venture Partners|Kleiner Perkins Caufield & Byers,10,-17,No,7/1/2010,5/17/2013,11000000,United States,North America,0,0,2,3,4,10,Yes,1,low,Yes,Small,No,No,No,Yes,Product,Yes,Private,Yes,Structured,Yes,Cloud,Local,Non-Linear,No,None,No,No,No,Yes,No,Yes,No,Yes,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18,engg,Yes,Yes,Tier_1,500,Medium,0,1,0,High,233,Few,38,Low,Low,No,Yes,Low,Bad,Yes,No,Yes,Yes,No,No,Low,No Info,Yes,No,No,3,Medium,2,3.3,11,Not Applicable,8,6,Trigger,2 to 5,6.25,0,18.75,0,0,6.25,6.25,0,6.25,6.25,0,0,0,0,1
Company227,Failed,2008,6,0,Golf improvement analytics,Mobile,Operations,Maine Technology Institute|Libra Future Fund|TechStars,0,-100,No,8/1/2008,12/4/2009,150000,United States,North America,7,1,2,1,2,6,Yes,3,low,No,Small,Yes,Yes,No,No,Product,Yes,Private,Yes,Unstructured,Yes,Platform,Local,Non-Linear,No,None,No,No,Yes,No,No,Yes,No,No,No,No,Online,B2B,Medium,High,Yes,Low,Bachelors,18,economics,Yes,Yes,None,500,Medium,0,0,0,None,86,None,10,Low,Medium,No,No,Low,Average,No,Yes,No,Yes,No,Yes,No Info,898999,No,No,Yes,2,Medium,3,1.2,0.15,No,12,14,Plateau,0 to 2,0,6.666666667,86.66666667,0,0,0,6.666666667,0,0,0,0,0,0,0,1
Company228,Failed,2005,9,-133,,Finance,Operations,O'Reilly AlphaTech Ventures|Union Square Ventures,0,-100,No,12/1/2005,6/1/2007,4000000,United States,North America,1,0,1,3,2,20,No,1,medium,No,Medium,Yes,Yes,No,No,Service,Yes,Private,Yes,Structured,Yes,Cloud,Local,Non-Linear,No,None,No,No,No,Yes,No,Yes,No,No,No,Yes,Online,B2B,Medium,Low,No,Medium,Bachelors,18,media,No,Yes,Tier_1,222,Low,0,0,0,None,0,None,0,Low,Low,No,No,Low,No Info,No,No,No,No,No,No,No Info,No Info,No,No,No,3,Medium,11,2.5,4,No,20,12,Trigger,2 to 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Company229,Success,2012,2,,,,"CRM, Marketing, Human Resources",,,,yes,,,,,,0,0,2,1,2,30,No,0,medium,Yes,Small,No,No,No,No,Service,Yes,Private,No,Both,Yes,Both,Global,Linear,Yes,None,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Online,B2B,Low,High,No,Low,Bachelors,18,Arts,No,No,None,500,Low,0,0,0,Low,50,Few,10,Low,Medium,Yes,No,Low,No Info,No,No,No,No,No,No,High,No Info,Yes,No,No,2,Medium,10,30,3.5,Not Applicable,8,6.966666667,Plateau,0 to 2,9.027777778,0,0,50,0,9.027777778,23.61111111,0,5.555555556,2.777777778,0,0,0,0,0
Company230,Success,2012,2,63,"Save Time, Gain Insight, Take Action",Analytics|Enterprise Software,Marketing,ICG Ventures|Middleland Capital|Fortify Ventures,4,,No,1/1/2012,2/26/2013,600000,United States,North America,3,0,2,0,3,6,No,0,low,No,Medium,Yes,Yes,No,No,Service,Yes,Both,No,Both,Yes,Platform,Global,Non-Linear,No,None,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No Info,B2B,Low,High,Yes,Medium,Masters,21,law,No,Yes,None,500,Medium,0,0,0,None,0,None,25,Low,Low,Yes,No,Low,No Info,No,No,No,No,No,No,No Info,3743293,No,Yes,No,4,High,0,6,0.6,Not Applicable,12,12,Trough,2 to 5,16.66666667,0,0,0,11.11111111,5.555555556,27.77777778,0,5.555555556,5.555555556,11.11111111,0,11.11111111,5.555555556,1
Company231,Success,2012,2,1193,Pinterest Analytics and Marketing,Analytics|Marketing,Marketing,i2E|SeedStep Angels group,13,8,No,2/1/2012,11/6/2013,1000000,United States,North America,2,0,2,0,2,15,No,0,high,No,Large,Yes,Yes,Yes,Yes,Service,Yes,Private,No,Structured,Yes,Platform,Global,Non-Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Medium,Medium,No,Low,Bachelors,18,"Finance, Management",No,No,Tier_1,500,Low,0,1,1,Low,240,Few,37,Low,Low,Yes,Yes,Low,No Info,No,No,No,No,No,No,High,14785,Yes,Yes,No,2,Low,2,15,1,Not Applicable,20,20,Plateau,2 to 5,16.66666667,5.555555556,0,33.33333333,0,5.555555556,27.77777778,0,5.555555556,5.555555556,0,0,0,0,4
Company232,Success,2011,3,207,time-series database service,Network / Hosting / Infrastructure|Analytics,Database Management,TechStars|Hyde Park Venture Partners|Chicago Ventures|Divergent Ventures|John Ives|Data Collective|Lew Moorman|John Engates|Jason Seats,13,-7,No,11/1/2011,10/9/2013,3200000,United States,North America,6,0,3,2,3,18,Yes,1,high,No,Small,Yes,No,No,No,Both,Yes,Private,Yes,Structured,Yes,Cloud,Global,Linear,Yes,None,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2B,Medium,Medium,No,Low,Bachelors,18,Computer Science,Yes,Yes,None,500,Low,1,1,1,Medium,62,Many,10,Medium,Low,Yes,No,Medium,No Info,Yes,Yes,No,Yes,No,No,High,751103,No,No,Yes,3,Medium,0,9,3.2,Not Applicable,2,7.188888889,Peak,2 to 5,8.333333333,3.703703704,15.74074074,7.407407407,0,3.703703704,12.03703704,15.74074074,0,0,0,0,0,0,1
Company233,Failed,No Info,No Info,13,Social Payments,,operation,Y Combinator|Chris Sacca|The Accelerator Group|betaworks,,,No,,9/24/2008,1000000,United States,North America,1,3,2,1,1,No Info,No,0,Nothing,No,Large,No,No,No,No,Product,No,no,No,no,No,Platform,No Info,No Info,No Info,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,Medium,Medium,No,Low,Masters,21,Human computer interaction,Yes,Yes,Tier_1,222,Medium,0,0,1,Medium,44,Few,7,Low,Medium,No,Yes,Medium,No Info,No,Yes,No,No,No,No,Medium,7020276,No,No,Yes,3,Medium,2,No Info,1,No Info,1,4.45,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Company234,Success,2010,4,388,Being in step with your customers,,CRM,Pitango Venture Capital|Gemini Israel Ventures|Canvas Venture Fund|InterWest Partners,36,24,yes,5/1/2010,2/5/2014,15500000,United States,North America,0,0,3,3,6,37,Yes,2,high,No,Small,No,No,No,No,Product,Yes,Private,Yes,Structured,Yes,Cloud,Global,Non-Linear,No,None,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Medium,High,Yes,High,Bachelors,18,Computer Science,Yes,Yes,None,500,High,0,1,1,Medium,222,Many,50,High,High,Yes,No,Medium,No Info,Yes,Yes,Yes,Yes,No,No,High,82868,No,No,No,3,Medium,4,12.33,15.5,Not Applicable,1,16.62222222,Trigger,2 to 5,4.074074074,0,33.33333333,8.148148148,1.851851852,3.703703704,37.03703704,4.074074074,5.555555556,2.222222222,0,0,0,0,9
Company235,Success,2008,6,-96,Social Media Management  System (SMMS),E-Commerce|Publishing|Marketing,marketing,Flybridge Capital Partners|Revel Partners,52,2,yes,7/1/2008,3/8/2013,3500000,United States,North America,0,0,5,5,10,55,Yes,2,high,No,Large,No,No,Yes,Yes,Service,Yes,Private,No,Structured,Yes,Cloud,Global,Non-Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Low,High,Yes,Medium,Masters,21,MBA,Yes,Yes,None,500,High,0,0,0,High,135,Few,50,High,Medium,Yes,No,Medium,No Info,Yes,Yes,No,Yes,No,No,High,333844,No,No,No,2,High,1,11,3.5,Yes,45,6.433333333,Trigger,5 to 10,5.555555556,0,50,8.333333333,2.777777778,2.777777778,19.44444444,2.777777778,8.333333333,0,0,0,0,0,6
Company236,Success,2012,2,,,,"Merchandising, Marketing",,,,No,,,,,,1,0,3,0,3,6,No,0,low,No,Small,Yes,Yes,No,No,Service,No,Private,No,Both,No,Platform,Local,Non-Linear,No,None,No,No,No,No,No,No,No,No,Yes,No,Offline,B2B,Low,Medium,No,Low,Masters,21,MBA,Yes,No,Tier_1,500,Medium,0,1,1,Medium,113,Few,23,Medium,Medium,No,No,Low,No Info,No,No,No,Yes,No,No,High,No Info,Yes,No,Yes,4,Medium,0,6,0.04,Not Applicable,12,12,Peak,2 to 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Company237,Failed,2005,9,,,,Travel Planning,,,,No,,,,,,0,0,1,2,3,8,No,0,Nothing,Yes,Medium,Yes,Yes,No,No,Service,No,Public,No,Both,Yes,Platform,Global,Linear,Yes,None,Yes,No,No,No,No,No,Yes,No,Yes,No,Online,B2C,Low,High,No,Medium,Bachelors,18,Literature and History,No,Yes,None,500,Medium,1,1,1,Medium,125,Many,49,High,Medium,Yes,Yes,Low,No Info,Yes,No,No,Yes,No,No,No Info,No Info,No,Yes,No Info,3,Medium,0,1,No Info,No,1,1,Plateau,5 to 10,16.66666667,0,0,16.66666667,0,0,16.66666667,16.66666667,33.33333333,0,0,0,0,0,5
Company238,Success,2012,2,32,,Analytics|Marketing,Marketing,Google Ventures|CommonAngels|500 Startups|Charles River Ventures|Boston Seed Capital|Dharmesh Shah|Waikit Lau|Nick Ducoff|John Simon,12,9,No,,12/3/2012,1200000,United States,North America,0,9,4,0,6,10,No,0,medium,Yes,Medium,Yes,Yes,No,No,Service,Yes,Public,Yes,Both,Yes,Platform,Global,Non-Linear,No,None,No,No,No,No,No,No,Yes,Yes,No,No,Online,B2B,Low,High,No,High,Masters,21,Computer Science,Yes,Yes,Tier_1,500,High,0,0,1,Medium,225,Many,12,Low,Low,Yes,No,Medium,No Info,No,Yes,No,Yes,No,No,Medium,1559939,Yes,No,Yes,3,Low,0,10,1.2,Not Applicable,1,1,,,20,0,0,30,0,10,20,10,10,0,0,0,0,0,2
Company239,Success,2012,2,40,Big data analytics with ttwick search,E-Commerce|Market Research|Analytics|Deals|Finance,Marketing,Jacob Perkins|Dan Casey,5,0,yes,1/1/2012,5/3/2013,455000,United States,North America,2,0,2,0,2,6,No,0,Nothing,No,Large,No,No,Yes,No,Both,Yes,Public,Yes,Both,Yes,Platform,Global,Non-Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Low,High,No,Medium,Masters,21,MBA,Yes,Yes,None,500,High,0,1,1,Low,68,Many,30,Low,Low,No,No,Low,No Info,No,Yes,No,No,No,No,Medium,8334266,No,No,No,2,Medium,0,6,0.455,Not Applicable,16,16,Peak,2 to 5,0,5.882352941,17.64705882,0,0,35.29411765,0,0,0,0,0,0,41.17647059,0,5
Company240,Success,2011,3,603,data visualization ,Marketing,"Data Visualization, Content Marketing, Presentations",Crosslink Capital|SoftTech VC|500 Startups|Kapor Capital|Giza Venture Capital|Endeavor Partners|Naval Ravikant|Mark Goines|Josh James|Anthemis Group|Ecosystem Ventures|Paige Craig|Streamlined Ventures|Correlation Ventures|Quest Venture Partners,95,3,Yes,1/1/2011,1/14/2014,8100000,United States,North America,0,0,4,8,8,96,Yes,4,high,No,Medium,Yes,Yes,No,No,Service,Yes,Private,No,Structured,Yes,Cloud,Global,Linear,Yes,None,Yes,No,No,No,No,No,Yes,No,No,No,Online,B2C,Medium,Medium,No,Low,Bachelors,18,Arts,No,No,Tier_2,500,Medium,0,0,1,Low,82,Few,16,High,High,Yes,No,Medium,No Info,No,Yes,No,Yes,No,No,High,2725,Yes,Yes,Yes,4,High,0,48,8.1,Not Applicable,10,9.077777778,Peak,2 to 5,8.465608466,4.603174603,11.37566138,56.4021164,0,6.613756614,0,4.232804233,1.851851852,6.455026455,0,0,0,0,5
Company241,Failed,2007,7,,,,News,,,,No,,,,,,0,0,2,0,2,2,No,0,Nothing,No,Small,No,No,No,No,Service,No,Public,No,no,Yes,Platform,Local,Non-Linear,No,None,No,No,No,No,No,No,No,No,Yes,No,Online,B2C,Low,High,Yes,Medium,Masters,21,MBA,No,Yes,Tier_1,500,Low,0,0,1,Low,69,Few,24,Low,Low,No,No,Medium,No Info,No,Yes,Yes,No,Yes,Yes,No Info,No Info,No,No,No Info,3,High,1,0.3,No Info,No,1,1,Plateau,0 to 2,11.11111111,0,5.555555556,16.66666667,5.555555556,5.555555556,38.88888889,5.555555556,5.555555556,0,0,0,0,5.555555556,1
Company242,Success,No Info,No Info,65,,Cloud Computing|Energy,analtics,Atlanta Technology Angels|Auburn Angel Network|Upper Carolina Angel Network,8,14,No,,11/28/2012,714205,United States,North America,0,0,2,0,2,6,No,0,low,No,Large,No,No,No,Yes,Product,No,Both,Yes,Structured,No,Platform,local,Non-Linear,No,None,No,No,No,No,No,Yes,No,No,No,No,Offline,B2B,Low,Medium,Yes,Medium,Bachelors,18,engg,Yes,Yes,None,500,None,0,0,0,None,1,Few,25,Medium,Medium,Yes,No,Medium,No Info,No,No,No,No,No,No,Low,4621889,No,Yes,No,4,High,0,3,0.714205,No Info,1,8.383333333,,,5.882352941,5.882352941,35.29411765,0,5.882352941,5.882352941,5.882352941,17.64705882,0,17.64705882,0,0,0,0,7
Company243,Success,2009,5,73,Open-Source DBMS,Network / Hosting / Infrastructure|Enterprise Software,analytics,Sigma Prime Ventures|Kepha Partners|Sigma Partners,31,7,yes,4/1/2009,3/14/2014,8000000,United States,North America,0,0,2,0,3,36,No,2,high,No,Medium,Yes,Yes,No,Yes,Product,No,Both,No,Structured,Yes,Platform,global,Linear,Yes,None,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18,economics,Yes,Yes,Tier_2,500,Medium,0,0,0,High,0,Few,25,Medium,Medium,Yes,No,Medium,No Info,No,No,No,No,No,No,Low,434839,No,Yes,No,4,High,3,9,8,Not Applicable,18,14.26666667,Peak,2 to 5,8.660130719,0,20.09803922,5.882352941,5.555555556,2.941176471,25.98039216,2.941176471,22.22222222,2.777777778,0,0,0,2.941176471,7
Company244,Success,2010,4,359,Trust in the Cloud,Security,security,Deutsche Telekom|Andreessen Horowitz|Index Ventures|T-Venture,297,7,yes,10/1/2010,12/5/2012,30000000,United States,North America,4,0,1,1,10,297,No,1,high,No,Large,Yes,Yes,No,Yes,Service,No,Both,No,Unstructured,No,Platform,global,Linear,Yes,None,No,No,No,No,No,No,Yes,No,No,No,Offline,B2B,Medium,High,Yes,Medium,Bachelors,18,computer science,Yes,Yes,Tier_1,500,Medium,0,0,0,High,0,None,25,Medium,Medium,Yes,No,Medium,Good,Yes,No,No,Yes,No,No,High,257071,No,Yes,No,3,Medium,0,99,30,Not Applicable,11,7.8,,,11.76470588,0,35.29411765,5.882352941,5.882352941,0,29.41176471,5.882352941,0,0,0,0,0,5.882352941,6
Company245,Success,2012,2,89,Whatsapp for local businesses,Mobile|Analytics,social media,,6,20,No,,10/15/2012,28000,India,Asia,0,1,2,0,2,4,No,0,medium,No,Small,No,No,No,Yes,Service,No,no,No,no,No,none,global,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,Low,No,Low,Masters,21,chemical engg,No,No,Tier_1,500,None,0,0,0,None,0,None,16,Low,Low,Yes,No,Low,No Info,Yes,No,No,No,No,No,No Info,1541266,No,No,No Info,3,Medium,0,4,0.028,Not Applicable,1,1,,,10,0,5,15,0,0,5,0,0,5,0,0,0,10,0
Company246,Success,2009,5,127,,Education,elearning,Ventureast Tenet Fund|Benesse Holdings,45,0,yes,10/1/2009,11/24/2013,,India,Asia,2,0,2,0,1,46,No,0,high,No,Medium,No,No,No,No,Product,No,no,No,no,No,Platform,local,Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Medium,No,Low,Bachelors,18,engg,Yes,Yes,Tier_2,500,None,0,0,0,None,1,None,25,Low,Low,No,No,Low,No Info,Yes,No,No,No,No,No,Low,1327504,No,No,No,3,Medium,0,11.5,unknown amount,Not Applicable,20,12,,,11.76470588,0,5.882352941,23.52941176,23.52941176,5.882352941,11.76470588,0,11.76470588,5.882352941,0,0,0,0,7
Company247,Success,2011,3,359,Fastest Growing Talent Assessment Site.,Career / Job Search,service,Lumis Partners,19,19,YES,4/1/2011,7/25/2013,,India,Asia,0,1,2,0,3,30,No,0,high,No,Medium,Yes,Yes,No,Yes,Service,No,no,No,no,Yes,Platform,local,Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Medium,Yes,Low,Bachelors,18,business,Yes,Yes,Tier_1,500,Medium,0,0,0,None,4,Few,2,Medium,Low,No,Yes,Low,No Info,No,No,No,No,No,No,Low,382303,No,No,No,3,Medium,0,15,unknown amount,Not Applicable,27,27,Trough,2 to 5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Company248,Success,2010,4,511,Interactive online video,Advertising|Analytics,analytics,Gerard Govaerts|Fortino,14,40,No,7/15/2010,12/22/2013,3000000,Belgium,Europe,1,0,5,0,8,8,No,0,low,No,Medium,Yes,Yes,No,Yes,Service,No,Both,Yes,Unstructured,Yes,Platform,global,Non-Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,Medium,No,Medium,Masters,21,technology,Yes,Yes,Tier_2,500,Medium,0,0,0,Medium,8,Few,24,Medium,Medium,No,No,Low,No Info,Yes,No,No,No,No,No,Low,245886,No,No,No,4,Medium,0,2.66,3,Not Applicable,1,1,Slope,2 to 5,7.692307692,7.692307692,61.53846154,7.692307692,0,0,7.692307692,0,7.692307692,0,0,0,0,0,1
Company249,Success,2012,2,316,,Analytics,PHONE INTELLIGENCE,Seed Capital,,,yes,9/1/2012,11/29/2013,,Denmark,Europe,1,0,2,0,5,50,No Info,0,low,No,Medium,Yes,Yes,No,Yes,Product,Yes,Public,No,Structured,No,Both,GLOBAL,Linear,Yes,None,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Online,B2B,Low,Medium,Yes,Low,Bachelors,18,ECO,No,Yes,None,409,High,1,0,0,None,3,Many,14,Low,Low,No,Yes,Low,No Info,No,No,No,Yes,No,No,No Info,20238024,No,No,No,3,High,0,50,unknown amount,Not Applicable,12,12,Plateau,0 to 2,8.333333333,0,0,50,0,8.333333333,16.66666667,8.333333333,0,8.333333333,0,0,0,0,0
Company250,Success,2012,2,40,Twitter Monitoring App,Analytics,social branding,SODENA,,,No,5/4/2012,11/19/2012,110000,Spain,Europe,1,0,0,1,1,No Info,No Info,0,medium,No,Medium,No,No,No,No,Service,No,Both,Yes,Structured,No,Both,global,Non-Linear,Yes,Few,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Online,B2C,Low,High,Yes,Low,Masters,21,MGMT,No,No,Both,345,High,0,0,1,Medium,8,Many,22,Medium,Low,Yes,No,Low,No Info,No,No,Yes,No,No,Yes,No Info,4386057,Yes,Yes,No,2,Medium,0,No Info,0.11,Not Applicable,7,7,Plateau,0 to 2,6.25,0,0,56.25,6.25,0,0,0,6.25,25,0,0,0,0,0
Company251,Success,2012,2,89,Track Competitors on Social Media,Analytics|Marketing,social media,Vendep Oy,11,,yes,6/1/2012,6/1/2013,600000,Finland,Europe,1,0,2,0,2,10,No Info,0,low,No,Small,Yes,Yes,No,Yes,Service,Yes,Public,Yes,Both,Yes,Both,GLOBAL,Non-Linear,No,None,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Online,B2B,Low,High,Yes,Low,Bachelors,18,MGMT,No,No,Both,500,Low,1,0,0,Medium,0,None,18,Low,Low,No,No,Low,No Info,Yes,No,Yes,No,No,No,Low,1633729,Yes,Yes,No,2,Medium,0,5,0.6,Not Applicable,12,12,Peak,2 to 5,0,0,100,0,0,0,0,0,0,0,0,0,0,0,5
Company252,Success,2011,3,157,One-click data visualization,Analytics,reporting,TechStars,10,0,yes,5/10/2011,2/25/2013,,France,Europe,2,1,4,0,1,13,Yes,2,low,No,Small,Yes,Yes,No,No,Product,Yes,Public,No,no,Yes,Both,global,Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,Yes,Low,Masters,21,ECONOMICS,Yes,Yes,None,457,High,0,1,1,None,0,Many,29,High,Medium,Yes,No,Low,No Info,No,No,No,Yes,No,No,Low,456198,No,Yes,Yes,3,Medium,4,6.5,unknown amount,Not Applicable,8,4.333333333,Peak,2 to 5,16.66666667,5.555555556,5.555555556,0,5.555555556,22.22222222,5.555555556,5.555555556,0,0,0,16.66666667,5.555555556,11.11111111,2
Company253,Success,2013,1,224,,Analytics|Retail|Mobile|Enterprise Software|Market Research,MARKETING,Kima Ventures|Oleg Tscheltzoff|Angélique Berge,,,No,7/1/2013,3/12/2014,450000,France,Europe,3,0,3,0,3,10,No,0,low,No,Small,Yes,Yes,No,Yes,Product,Yes,Public,No,Both,Yes,Both,GLOBAL,Non-Linear,No,None,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Online,B2B,Low,Medium,Yes,Low,Masters,21,MBA,Yes,Yes,None,500,High,1,0,0,None,88,None,18,High,Medium,Yes,No,Medium,No Info,No,No,Yes,Yes,No,No,Low,1075438,Yes,Yes,No,3,Low,9,10,0.45,Not Applicable,9,2,Peak,5 to 10,8.585858586,6.060606061,3.03030303,20.70707071,0,2.777777778,8.333333333,2.777777778,5.555555556,5.808080808,0,0,3.03030303,0,1
Company254,Success,2009,5,-19,Big Data real-time analytics,Cloud Computing|E-Commerce|Analytics,DASHBOARDS,Eden Ventures|Pentech Ventures|Oxford Technology Management|Imperial Innovations,20,,No,5/1/2009,9/19/2012,3600000,United Kingdom,Europe,3,0,2,0,5,50,No,0,medium,No,Medium,Yes,Yes,No,Yes,Product,No,Both,No,Both,Yes,Both,GLOBAL,Linear,No,Few,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,Bachelors,18,BSC,Yes,Yes,None,146,Medium,1,0,0,None,0,Many,24,Medium,Low,Yes,No,Medium,No Info,No,No,Yes,No,No,No,Low,1725737,Yes,Yes,No,4,Medium,0,12.5,3.6,Not Applicable,4,13.06666667,Trough,2 to 5,5.882352941,0,46.63865546,7.142857143,7.142857143,5.882352941,10.08403361,2.941176471,7.142857143,7.142857143,0,0,0,0,7
